_Version,_OID,_use,_name,_mjd,_sol,_ra,_dec,_vg,_type,_a,_q,_e,_peri,_node,_incl,_M,_T/e,_r_sd,_v_sd,_Hb,_He,_zr,_mag,_mass,_memo
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000776,1,_TO_new_GLE,57621.56532,148.699997,139.899994,12.4,19.6,0,1.228246,0.484337,0.605668,247.564612,328.689277,2.303629,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000777,1,_TO_new_DXL,57627.07393,154,142.100006,12.8,27.4,0,1.651202,0.340494,0.79379,240.118446,333.998827,2.383833,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000778,1,_TO_new_XAU,57631.20971,158,93.5,62.599998,56.900002,0,22.068887,0.824083,0.962659,128.73299,157.996262,106.642652,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000779,1,_TO_new_AUR,57631.91992,158.699997,89.800003,38.700001,65.699997,0,11.260952,0.695892,0.938203,111.014167,158.683797,149.691941,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000780,1,_TO_new_SCS,57646.65376,173,33,68.900002,69.099998,0,-0.586056,0.946974,2.615842,203.123714,172.992635,101.283306,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000781,1,_TO_new_SPE,57640.62744,167.137466,47.326393,39.339653,63.894501,0,11.548353,0.705489,0.93891,247.564876,167.129066,138.962571,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000782,1,_TO_new_EER,57643.57288,170,56.599998,-13.8,59,0,-14.610371,0.672245,1.046011,69.467114,349.992581,113.066641,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000783,1,_TO_new_AVB,57495.81788,28,179.899994,-7.7,17.6,0,5.725916,0.844257,0.852555,49.14438,207.990055,3.360532,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000784,1,_TO_new_BAU,57653.11383,179.300003,86,43,66.5,0,5.028389,0.99683,0.801759,190.027065,179.299177,145.870957,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000785,1,_TO_new_AOR,57656.88783,183,86.699997,9,62,0,1.522626,0.924076,0.393104,43.747317,2.99512,152.781712,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000786,1,_TO_new_KLE,57654.84595,181,162.699997,15.7,43.599998,0,37.135211,0.113302,0.996949,39.028849,180.994341,24.518058,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000787,1,_TO_new_BRC,57633.57905,160.300003,337,-47,21,0,12.840387,0.83796,0.93474,49.5025,340.29076,18.397574,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000788,1,_TO_new_BCP,57641.21233,167.699997,305.700012,-12.8,37,0,-0.447262,0.867718,2.940067,215.434466,167.692639,4.333431,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000789,1,_TO_new_NPI,57657.90781,184,9.2,7.7,31.200001,0,7.138287,0.385326,0.94602,285.442151,183.994375,4.168308,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000790,1,_TO_new_SPI,57647.67975,174,23.6,5.1,26.5,0,0.943569,0.173532,0.81609,147.262463,353.993846,7.053731,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000791,1,_TO_new_OPC,57647.67975,174,0.5,-8.8,21.4,0,1.87038,0.54955,0.706183,95.456745,353.994022,6.158645,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000792,1,_TO_new_GSA,57643.67435,170.100006,270.799988,-31,6.2,0,1.808179,1.002928,0.445338,8.355506,350.104125,1.313684,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000793,1,_TO_new_SAR,57652.8015,179,28.5,18.6,36.299999,0,1.199606,0.062036,0.948286,338.056556,178.993629,23.377877,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000794,1,_TO_new_LMI,57683.11365,208.898773,158.822754,37.141048,61.85281,0,17.953724,0.638252,0.96445,105.636596,208.899839,125.805684,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000795,1,_TO_new_NDR,57643.87726,170.300003,265.399994,59.799999,20.299999,0,2.687301,1.00616,0.625587,180.241991,170.288434,32.147973,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000796,1,_TO_new_DSX,57663.21122,189.207962,156.261871,-2.946094,31.237505,0,1.045129,0.152749,0.853847,212.881006,9.20828,24.10301,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000797,1,_TO_new_DDl,57656.88783,183,172.699997,21.200001,31.1,0,1.766579,0.305834,0.826878,57.626876,182.995097,23.499245,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000798,1,_TO_new_GVI,57657.90781,184,168.399994,3.6,23.299999,0,1.184878,0.362198,0.694316,236.050497,4.000113,1.271446,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000799,1,_TO_new_DAU,57665.03129,191,83.5,50.400002,64.900002,0,-33.376515,0.858186,1.025712,223.993297,191.000263,131.214304,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000800,1,_TO_new_SOR,57665.7415,191.699997,86,-3,65,0,-39.118868,0.846232,1.021632,45.927637,11.699549,132.159299,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000801,1,_TO_new_ZTA,57670.09976,196,86.099998,14.7,67.199997,0,11.832458,0.677837,0.942714,70.259945,15.99926,162.748403,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000802,1,_TO_new_OMO,57680.19817,206,101.900002,-1.4,63.5,0,4.119735,0.865686,0.789868,45.2776,26.001496,135.419443,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000803,1,_TO_new_OLY,57680.19817,206,111.300003,48.799999,64.800003,0,10.139095,0.920659,0.909197,212.721323,206.001473,133.172506,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000804,1,_TO_new_NAU,57681.50925,207.300003,87.900002,39.599998,53.099998,0,1.244868,0.272913,0.78077,310.961955,207.304182,134.825703,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000805,1,_TO_new_EGE,57680.19817,206,101.599998,26.700001,68.800003,0,9.92018,0.774825,0.921894,237.507773,206.001389,173.051501,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000806,1,_TO_new_ICS,57683.21636,209,36.700001,66,66.300003,0,-0.415262,0.730048,2.75804,230.426558,209.00203,82.57614,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000807,1,_TO_new_ACM,57678.18291,204,92.099998,-14,58.799999,0,81.648268,0.822074,0.989932,49.596064,24.001142,110.835712,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000808,1,_TO_new_BCN,57687.23161,213,121.699997,4.9,66.099998,0,2.578752,0.99363,0.614686,2.631695,33.002498,153.211634,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000809,1,_TO_new_OCC,57663.71043,189.699997,303,-10,10,0,3.645511,0.985684,0.729617,195.318568,189.69247,2.496157,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000810,1,_TO_new_EPC,57669.08709,195,3.4,8.1,21.700001,0,4.419727,0.668272,0.848798,253.814728,194.995603,3.977002,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000811,1,_TO_new_LCY,57673.1348,199,338.600006,31.299999,18,0,4.630987,0.868284,0.812506,224.74914,198.999826,16.782,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000812,1,_TO_new_GPS,57674.14548,200,17.700001,9.3,13.4,0,1.280647,0.682634,0.466962,269.537033,199.988262,0.741336,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000813,1,_TO_new_SSA,57676.16529,202,44.700001,14.2,40.5,0,4.257279,0.100063,0.976496,145.178654,22.001424,8.092795,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000814,1,_TO_new_DOR,57682.21094,208,69.300003,-55.900002,20,0,1.667878,0.956172,0.426713,29.73559,28.001838,33.650199,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000815,1,_TO_new_GPU,57676.87549,202.699997,110.099998,-44,39.200001,0,2.770844,0.987643,0.643559,347.530055,22.704722,68.909125,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000816,1,_TO_new_DFV,57676.16529,202,193.699997,-9.6,21.1,0,1.508976,0.524061,0.652704,258.392991,22.002629,2.617915,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000817,1,_TO_new_OUI,57682.21094,208,246.600006,74.300003,30.9,0,3.172592,0.995336,0.68627,179.235664,208.00185,51.51566,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000818,1,_TO_new_XDR,57685.02234,210.800003,170.300003,73.300003,35.799999,0,1.266429,0.994097,0.215039,175.597262,210.800211,69.229616,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000819,1,_TO_new_ZCN,57699.22298,225,120.5,14.3,63.400002,0,1.749163,0.679786,0.611365,80.070879,45.003195,167.72611,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000820,1,_TO_new_PAR,57701.21494,227,94,50,56.700001,0,-5.233756,0.365737,1.06988,282.724417,227.004047,103.989292,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000821,1,_TO_new_NHD,57709.16602,235,130.300003,-6.3,65.5,0,6.252967,0.907289,0.854903,34.76459,55.003766,137.62154,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000822,1,_TO_new_AMO,57713.43464,239.300003,117.099998,0.8,63,0,-45.264975,0.49318,1.010895,89.772414,59.310525,134.285725,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000823,1,_TO_new_NAR,57715.10939,241,39,23.200001,12.3,0,1.733622,0.822485,0.525568,238.997898,241.001306,2.742876,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000824,1,_TO_new_NOA,57675.86585,201.699997,34.700001,20.200001,36.299999,0,4.897364,0.216086,0.955877,307.06666,201.703718,11.240953,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000825,1,_TO_new_NOO,57723.25717,249.245178,92.625343,15.389433,42.031673,0,9.525221,0.123258,0.98706,139.593547,69.252812,23.111341,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000826,1,_TO_new_IVI,57697.22932,223,210.399994,-3.8,29,0,1.889946,0.343912,0.818031,63.159348,223.002567,9.840326,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000827,1,_TO_new_ALY,57742.61271,268.899994,138.800003,43.799999,50.400002,0,24.12305,0.279905,0.988397,296.062683,268.919882,84.337704,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000828,1,_TO_new_CMI,57726.37061,252.399994,112.900002,7.7,40,0,1.093985,0.064816,0.940753,158.018548,72.410813,63.678993,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000829,1,_TO_new_PHO,57726.97937,253,15.6,-44.700001,11.7,0,3.353149,0.983875,0.706582,5.052172,73.028833,12.447173,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000830,1,_TO_new_PUV,57727.9643,254,128,-45,36.799999,0,1.472069,0.959742,0.348032,25.911678,74.028378,68.687314,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000831,1,_TO_new_ORN,57731.19169,257.299988,83.900002,25.5,24.9,0,1.996114,0.454241,0.772437,283.667596,257.308991,1.997605,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000832,1,_TO_new_ORS,57733.86961,260,78.699997,15.7,21.5,0,2.247438,0.594391,0.735525,86.275638,80.024535,5.107425,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000833,1,_TO_new_DAR,57736.00812,262.200012,84.900002,35.5,19.5,0,1.549806,0.578139,0.62696,274.060715,262.201565,8.031593,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000834,1,_TO_new_CAR,57737.80276,264,129,-58,38.900002,0,5.372298,0.984043,0.81683,1.187512,84.025063,64.876281,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000835,1,_TO_new_NDA,57595.18705,123.400002,344.700012,0.4,40.5,0,1.059985,0.014338,0.986474,350.158261,123.394344,65.651565,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000836,1,_TO_new_GTI,57745.65823,272,43.299999,41.599998,11.3,0,2.412648,0.923481,0.617234,212.875973,272.021305,7.107656,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000837,1,_TO_new_DDC,57727.9643,254,246.600006,-26.299999,25.299999,0,2.267407,0.484478,0.78633,261.099151,74.028551,4.09224,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000838,1,_TO_new_KLI,57732.88584,259,231.300003,-20.799999,31.9,0,1.282716,0.166729,0.870018,218.237815,79.024488,3.860515,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000839,1,_TO_new_NAN,57394.42602,286.299988,20,40,7.7,0,2.016531,0.978772,0.514626,189.496101,286.313158,5.81858,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000840,1,_TO_new_XCE,57394.42602,286.299988,37,8,7.7,0,2.250087,0.976274,0.566117,11.451537,106.320018,1.288109,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000841,1,_TO_new_JGD,57397.46814,289.399994,311,18,14,0,2.600442,0.897558,0.654844,141.20026,289.415382,12.462418,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000842,1,_TO_new_ACC,57411.30981,303.5,135.399994,6.3,19.299999,0,1.15231,0.479139,0.584193,113.061382,123.508026,7.440003,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000843,1,_TO_new_JNO,57415.64909,307.899994,88,12,12,0,3.047064,0.923083,0.697058,32.063831,127.918395,3.598175,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000844,1,_TO_new_BCD,57423.83005,316.200012,119.400002,11,14.6,0,2.078499,0.810247,0.610177,58.01587,136.224144,4.006379,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000845,1,_TO_new_OCS,57425.09133,317.5,7.4,66.400002,9.4,0,1.875043,0.985976,0.474158,177.947682,317.502532,12.223931,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000846,1,_TO_new_KSE,57483.28752,15.7,230.600006,17.799999,45,0,-7.648677,0.459179,1.060034,272.952436,15.699863,62.965946,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000847,1,_TO_new_FAO,57425.59862,318,88.800003,9.4,9.4,0,2.31017,0.955866,0.586236,23.565113,138.016588,3.515261,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000848,1,_TO_new_MLY,57446.80725,339.399994,123.5,50.299999,9.4,0,1.956243,0.959513,0.509512,204.88828,339.415264,7.374438,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000849,1,_TO_new_ACO,57485.4206,17.799999,193.100006,22.9,16.700001,0,2.310878,0.819508,0.645369,237.493671,17.800311,12.280793,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000850,1,_TO_new_PBO,57510.3042,42.099998,217.5,53.700001,15.1,0,2.279549,0.983321,0.568634,201.157513,42.09561,21.296142,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000851,1,_TO_new_NUM,57523.02389,54.400002,173.5,45.200001,9.2,0,2.317605,1.010364,0.564048,183.134186,54.400345,8.850764,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000852,1,_TO_new_CLI,57549.3759,79.699997,223.199997,-20.4,12.2,0,2.507812,0.92,0.633146,40.72886,259.685285,1.254567,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000853,1,_TO_new_ADR,57550.21756,80.5,220,66.400002,11.6,0,1.668187,1.013764,0.392296,173.825403,80.493704,18.298591,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000854,1,_TO_new_GCA,57581.04176,109.900002,88.699997,79,22.700001,0,1.397135,0.782556,0.439885,104.266382,109.898465,37.014558,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000855,1,_TO_new_MSR,57583.44036,112.199997,240.800003,4.7,9.8,0,2.423756,0.989195,0.591875,201.904098,112.183914,6.446576,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000856,1,_TO_new_ZED,57587.12117,115.699997,251.600006,66.5,20.6,0,2.638761,1.014576,0.61551,174.652924,115.695793,32.994025,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000857,1,_TO_new_SOA,57672.63091,198.5,33.099998,10.6,25.6,0,1.413934,0.331042,0.765872,122.748008,18.506397,2.879001,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000858,1,_TO_new_ADL,57614.29048,141.699997,234.5,-2.5,7.1,0,2.030221,1.012662,0.501206,182.136557,141.687106,3.181766,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000859,1,_TO_new_OCT,57671.18182,197.068878,163.297699,76.714355,45.273754,0,5.174554,0.991953,0.808302,170.175902,197.069309,79.148847,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000860,1,_TO_new_DCY,57674.95715,200.800003,294.600006,46.5,14,0,2.32674,0.98956,0.574701,191.912419,200.803807,20.084702,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000861,1,_TO_new_OPL,57692.33854,218.100006,146,8,5.8,0,0.748621,0.501796,0.329706,186.093728,38.116898,1.254232,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000862,1,_TO_new_OMA,57703.10381,228.899994,115,70,9.4,0,0.804713,0.581387,0.277522,334.145882,228.901933,15.534593,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000863,1,_TO_new_GTA,57706.99933,232.800003,60,17.5,14.1,0,1.1006,0.589982,0.463945,105.857027,52.817936,1.519713,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000864,1,_TO_new_FTA,57714.32299,240.199997,58,16.799999,21.700001,0,2.30536,0.58425,0.746569,87.447608,60.209021,2.354494,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000865,1,_TO_new_NER,57714.93174,240.800003,52,-7,11.1,0,1.434275,0.833454,0.418902,61.857915,60.823605,8.226405,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000866,1,_TO_new_DSA,57730.4105,256.5,66.599998,15.6,15.2,0,1.759413,0.738663,0.580165,71.403445,76.510538,2.798137,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000867,1,_TO_new_DNA,57730.4105,256.5,53,29,14.6,0,2.288671,0.811957,0.645228,236.488439,256.513505,3.998201,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000868,1,_TO_new_DCE,57515.05414,46.700001,-1,-1,34,0,0.736886,0.010514,0.985732,186.54323,226.695653,4.153331,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000869,1,_TO_new_SIA,57603.84533,131.699997,339,-15.6,34.799999,0,1.94251,0.159738,0.917767,139.519007,311.676659,13.552956,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000870,1,_TO_new_ZPU,57728.64462,254.699997,123,-43,39,0,1.972896,0.931273,0.527967,32.697062,74.719065,70.146912,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000871,1,_TO_new_PUP,57728.949,255,123,-45,38,0,1.967596,0.945024,0.519707,28.257902,75.028107,68.104585,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000872,1,_TO_new_PVE,57730.20757,256.299988,128,-45,39,0,1.811383,0.956343,0.472037,24.595217,76.306158,71.116058,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000873,1,_TO_new_LVL,57743.39138,269.700012,133,-46,33,0,1.190279,0.892126,0.25049,57.645268,89.712785,62.815604,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000874,1,_TO_new_CVE,57746.63919,273,135,-46,36,0,1.385509,0.901699,0.349193,47.278331,93.021283,67.206164,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000875,1,_TO_new_SPU,57727.65992,253.699997,102,-45,36,0,8.212888,0.910742,0.889108,32.954583,73.719402,57.022827,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000876,1,_TO_new_TPU,57744.37273,270.700012,104,-50,31,0,4.223797,0.933295,0.779039,27.986745,90.712277,49.07065,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000877,1,_TO_new_PIP,57398.75283,290.700012,113,-43,33,0,10.052534,0.866312,0.913822,41.365575,110.725415,49.125102,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000878,1,_TO_new_GVE,57396.08207,288,125,-47,33,0,2.189668,0.870988,0.602228,45.90051,108.002835,55.470569,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000879,1,_TO_new_ETA,57514.61076,46.28019,338.348907,-0.766039,65.368256,0,8.70488,0.576647,0.933756,96.463951,46.268937,163.621655,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000880,1,_TO_new_DVE,57427.26699,319.700012,132,-56,33,0,4.278368,0.912829,0.786641,33.871253,139.707261,52.422755,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000881,1,_TO_new_ECA,57737.4984,263.700012,129,-58,39,0,5.564073,0.984102,0.823133,0.970971,83.715515,64.978645,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000882,1,_TO_new_ACR,57407.58266,299.700012,192,-63,48,0,2.633781,0.929802,0.646971,329.303726,119.718617,88.08607,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000883,1,_TO_new_OCA,57430.2289,322.700012,177,-56,51,0,11.522763,0.886199,0.923091,38.083013,142.70599,89.076093,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000884,1,_TO_new_TCN,57430.2289,322.700012,210,-40,59,0,1.576397,0.875245,0.444781,50.800075,142.706155,130.484321,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000885,1,_TO_new_MVE,57735.83658,262,155,-41,54,0,4.437358,0.97693,0.77984,349.372674,82.025876,99.485602,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000886,1,_TO_new_JLE,57390.70776,282.5,148.300003,23.9,52.700001,0,7.553238,0.054009,0.99285,333.760672,282.523841,106.661204,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000887,1,_TO_new_OSE,57749.07379,275.5,242.699997,0.5,38.900002,0,1.394208,0.167025,0.880201,39.346926,275.502407,55.934859,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000888,1,_TO_new_TCB,57404.4346,296.5,232.300003,35.799999,38.66,0,1.10502,0.924231,0.163607,124.732878,296.514224,77.179485,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000889,1,_TO_new_LBO,57403.45335,295.5,219.600006,43.200001,41.75,0,1.493286,0.956194,0.359671,206.574677,295.514922,79.413663,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000890,1,_TO_new_XCB,57402.47231,294.5,244.800003,31.1,44.25,0,2.350203,0.816781,0.652464,124.777519,294.515635,79.645939,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000891,1,_TO_new_EPR,57565.91234,95.5,58.200001,37.900002,44.799999,0,5.030156,0.133966,0.973367,40.519027,95.470737,61.977535,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
501,4000000892,1,_TO_new_DLT,57555.44453,85.5,56.700001,11.5,36.400002,0,1.58801,0.105255,0.933719,211.083259,265.486512,23.144694,0,0,0,0,0,0,0,0,0,_
,,,,,,,,,,,,,,,,,,,,,,,,,
